name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,mh,psy,rtcc,rtca,ores,ph,omh,cmhc,msmh,ipt,cft,gt,cbt,dbt,idd,at,ect,tele,smon,smpd,smop,hi,res,phdt,op,vamc,tbg,ih,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,cit,wi,ss,pa,ah,sp,co,gl,vet,adm,mf,cj,se,hv,trma,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,chld,yad,adlt,snr,itu,pvtp,pvtn,fqhc,sumh,cbhc,chlor,drope,fluph,halop,loxap,perph,pimoz,proch,thiot,thior,trifl,aripi,asena,brexp,carip,cloza,ilope,luras,olanz,olanzf,palip,queti,rispe,zipra,crt,emdr,kit,tms,peon,peoff,fg,pcf,dv,pefp,hivt,stdt,tbs,aot,msnh,ipsy,shp,vahc,antpych,aim,fed,mhc,hbt,hct,labt,vapn,vapp,vppd,nx,fx,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n24,n40
Iowa Lutheran Hospital,Powell Chemical Dependency Center,700 East University Avenue,4th Floor,Des Moines,IA,50316,,Polk,515-263-2424 x1,,,,http://www.unitypoint.org/desmoines/powell-chemical-dependency-center.aspx,41.60142,-93.6097501,MH,1,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,1,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Chatham Oaks RCF,,4515 Melrose Avenue,,Iowa City,IA,52246,,Johnson,319-887-2701,,,,http://www.unitypoint.org,41.6564904,-91.6022232,MH,1,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,1,,,,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,1,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Heritage Residence,,2275 South Linn Avenue,P.O. Box 110,New Hampton,IA,50659,,Chickasaw,641-394-2391,Intakes,563-422-5606,563-422-5220 x108,http://inspiringlivesiowa.org,43.0258906,-92.318598,MH,1,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,1,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1,1.0,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,,1.0,,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Center for Discovery,Edmonds,7511 176th Street SW,,Edmonds,WA,98026,5529.0,Snohomish,866-862-3631,,,,http://centerfordiscovery.com/locations/edmonds/,47.8397581,-122.3348485,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,1,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Emily Program,Residential Treatment Facility,4 Nickerson Street,Suite 300,Seattle,WA,98109,,King,888-364-5977,,,,http://www.emilyprogram.com,47.6497742,-122.3569317,MH,1,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,1,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1,,,1.0,,,,1.0,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Lake Whatcom Center,Agate Heights ALF,3400 Agate Heights Road,,Bellingham,WA,98226,,Whatcom,360-676-6000 x210,Intake,360-676-6000,,http://lwrtc.org,48.765053,-122.369815,MH,1,,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,1,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Lake Whatcom Residential and Trt Ctr,Baker Creek Co Occurring RTF,1641 Baker Creek Place,,Bellingham,WA,98226,,Whatcom,360-676-6000,,,,http://lwrtc.org,48.7864703,-122.4569521,MH,1,,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,1,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Missouri Girls Town,,8548 Jade Road,,Kingdom City,MO,65262,,Callaway,573-642-5345,,,,http://www.mogirlstown.org,38.936025,-91.8541056,MH,1,,,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,1,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,1,,,1.0,,,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
McCallum Place Eating Disorder Center,,231 West Lockwood Avenue,Suite 201,Saint Louis,MO,63119,,Saint Louis,314-961-1452,,,,http://www.mccallumplace.com,38.5935807,-90.3629567,MH,1,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1.0,1.0,,,1.0,,,1.0,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
VA Saint Louis Healthcare System,,1 Jefferson Barracks Drive,,Saint Louis,MO,63125,,Saint Louis,314-652-4100 x66653,Intake,,800-228-5459 x65090,http://www.stlouis.va.gov,38.494831,-90.2844538,MH,1,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Marygrove,,2705 Mullanphy Lane,,Florissant,MO,63031,,Saint Louis,314-837-1702,Intakes,314-830-6202,314-830-6200,http://www.marygrovechildren.org,38.823612,-90.35929,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,1,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1,,,1.0,,,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Ozark Center,Turnaround Ranch,1949 Snowberry Lane,,Joplin,MO,64804,,Jasper,417-347-7860,Intake,,417-347-7600,http://www.freemanhealth.com/OzarkCenter,37.0727597,-94.5927676,MH,1,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1,,,,,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,1,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
